STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER
16,001,010201,3,1500000US160010102013,160010102013,3,BG,20593713,605781
16,057,005600,2,1500000US160570056002,160570056002,2,BG,130015676,150504
16,057,005200,5,1500000US160570052005,160570052005,5,BG,6181687,9684
16,057,005300,3,1500000US160570053003,160570053003,3,BG,357408,0
16,057,005500,4,1500000US160570055004,160570055004,4,BG,135190308,255727
16,055,000602,3,1500000US160550006023,160550006023,3,BG,1413736,84557
16,005,001102,2,1500000US160050011022,160050011022,2,BG,4291329,0
16,001,001202,3,1500000US160010012023,160010012023,3,BG,1504881,758
16,005,001200,3,1500000US160050012003,160050012003,3,BG,1559033,16615
16,077,960200,1,1500000US160779602001,160779602001,1,BG,243016724,45377080
16,005,000200,1,1500000US160050002001,160050002001,1,BG,192889326,151966
16,005,000500,1,1500000US160050005001,160050005001,1,BG,23058142,33293
16,005,000800,1,1500000US160050008001,160050008001,1,BG,3812652,919
16,001,002412,1,1500000US160010024121,160010024121,1,BG,5844109,569361
16,027,021500,5,1500000US160270215005,160270215005,5,BG,779848,0
16,027,022300,1,1500000US160270223001,160270223001,1,BG,53649157,1707362
16,027,020602,1,1500000US160270206021,160270206021,1,BG,1309593,4819
16,027,022100,2,1500000US160270221002,160270221002,2,BG,76959078,518498
16,073,950101,3,1500000US160739501013,160739501013,3,BG,1900985,228526
16,011,950200,1,1500000US160119502001,160119502001,1,BG,1179718621,590433
16,069,960500,3,1500000US160699605003,160699605003,3,BG,1375047,0
16,069,960800,2,1500000US160699608002,160699608002,2,BG,4005010,0
16,011,950700,2,1500000US160119507002,160119507002,2,BG,45776342,2068313
16,049,940000,3,1500000US160499400003,160499400003,3,BG,31107018,489619
16,045,960200,3,1500000US160459602003,160459602003,3,BG,2232639,230083
16,027,021901,2,1500000US160270219012,160270219012,2,BG,8121517,134737
16,027,022400,1,1500000US160270224001,160270224001,1,BG,63963532,2429264
16,027,020901,3,1500000US160270209013,160270209013,3,BG,5162236,48786
16,055,000302,2,1500000US160550003022,160550003022,2,BG,11586140,0
16,017,950900,2,1500000US160179509002,160179509002,2,BG,16255730,6040159
16,001,010335,1,1500000US160010103351,160010103351,1,BG,41632359,322282
16,087,970300,1,1500000US160879703001,160879703001,1,BG,841443238,16783617
16,009,940000,1,1500000US160099400001,160099400001,1,BG,371540686,0
16,019,970700,1,1500000US160199707001,160199707001,1,BG,617780,0
16,001,010401,3,1500000US160010104013,160010104013,3,BG,4291030,5014
16,051,960200,2,1500000US160519602002,160519602002,2,BG,60569648,3549613
16,063,950100,2,1500000US160639501002,160639501002,2,BG,649871069,2942482
16,019,970603,1,1500000US160199706031,160199706031,1,BG,2506586,9859
16,051,960100,1,1500000US160519601001,160519601001,1,BG,277530289,5580084
16,055,000100,1,1500000US160550001001,160550001001,1,BG,133739653,7673569
16,065,950200,2,1500000US160659502002,160659502002,2,BG,837236,0
16,001,002413,3,1500000US160010024133,160010024133,3,BG,868003,0
16,001,001202,2,1500000US160010012022,160010012022,2,BG,1127890,373
16,051,960400,1,1500000US160519604001,160519604001,1,BG,56821604,1677028
16,053,970300,2,1500000US160539703002,160539703002,2,BG,551805,0
16,007,950100,3,1500000US160079501003,160079501003,3,BG,412354006,842671
16,029,960100,4,1500000US160299601004,160299601004,4,BG,351645662,1429184
16,027,020602,2,1500000US160270206022,160270206022,2,BG,622077,5158
16,079,960200,3,1500000US160799602003,160799602003,3,BG,4668196,0
16,083,000600,1,1500000US160830006001,160830006001,1,BG,61521453,644384
16,005,000200,3,1500000US160050002003,160050002003,3,BG,53051626,232699
16,023,970100,3,1500000US160239701003,160239701003,3,BG,489533203,351806
16,027,021300,1,1500000US160270213001,160270213001,1,BG,1347959,25401
16,047,960100,3,1500000US160479601003,160479601003,3,BG,183781557,1127621
16,019,970602,2,1500000US160199706022,160199706022,2,BG,1506796,10842
16,027,022300,2,1500000US160270223002,160270223002,2,BG,129085982,8633482
16,009,940000,2,1500000US160099400002,160099400002,2,BG,4451894,0
16,075,960100,2,1500000US160759601002,160759601002,2,BG,3323744,538498
16,019,970401,1,1500000US160199704011,160199704011,1,BG,12250894,386652
16,031,950300,1,1500000US160319503001,160319503001,1,BG,43368448,721817
16,079,960400,2,1500000US160799604002,160799604002,2,BG,11614110,0
16,057,005100,2,1500000US160570051002,160570051002,2,BG,36260024,13361
16,045,960300,5,1500000US160459603005,160459603005,5,BG,12912752,340366
16,051,960300,1,1500000US160519603001,160519603001,1,BG,3725402,181420
16,019,971100,1,1500000US160199711001,160199711001,1,BG,595289,0
16,019,971500,2,1500000US160199715002,160199715002,2,BG,385410510,13492
16,001,000302,2,1500000US160010003022,160010003022,2,BG,1188775,7387
16,001,001000,3,1500000US160010010003,160010010003,3,BG,1094806,249
16,083,001500,1,1500000US160830015001,160830015001,1,BG,563542744,840858
16,053,970100,1,1500000US160539701001,160539701001,1,BG,735589517,5842453
16,065,950100,4,1500000US160659501004,160659501004,4,BG,1290568,0
16,001,002000,4,1500000US160010020004,160010020004,4,BG,341481,0
16,001,002413,1,1500000US160010024131,160010024131,1,BG,1117342,218
16,043,970100,2,1500000US160439701002,160439701002,2,BG,147662014,688923
16,005,001000,3,1500000US160050010003,160050010003,3,BG,357025,0
16,005,981800,1,1500000US160059818001,160059818001,1,BG,267908407,66768
16,027,021600,1,1500000US160270216001,160270216001,1,BG,2413907,0
16,027,020700,1,1500000US160270207001,160270207001,1,BG,13371682,28549
16,029,960200,2,1500000US160299602002,160299602002,2,BG,445739775,2381214
16,055,000302,3,1500000US160550003023,160550003023,3,BG,15377288,0
16,027,020601,1,1500000US160270206011,160270206011,1,BG,2581472,32303
16,019,970300,1,1500000US160199703001,160199703001,1,BG,37045168,593843
16,039,960400,1,1500000US160399604001,160399604001,1,BG,219605548,3836890
16,053,970200,3,1500000US160539702003,160539702003,3,BG,131787285,1138122
16,011,950400,1,1500000US160119504001,160119504001,1,BG,80395782,1020101
16,079,960300,3,1500000US160799603003,160799603003,3,BG,103115994,197255
16,079,960400,5,1500000US160799604005,160799604005,5,BG,81983441,101352
16,083,001500,2,1500000US160830015002,160830015002,2,BG,1567705397,2037316
16,083,000500,2,1500000US160830005002,160830005002,2,BG,82261863,1111744
16,049,940000,2,1500000US160499400002,160499400002,2,BG,61025000,673393
16,027,021800,3,1500000US160270218003,160270218003,3,BG,27519513,10840559
16,083,000500,4,1500000US160830005004,160830005004,4,BG,992884,0
16,009,940000,5,1500000US160099400005,160099400005,5,BG,238802622,4582039
16,007,950100,1,1500000US160079501001,160079501001,1,BG,30574603,678699
16,001,000202,2,1500000US160010002022,160010002022,2,BG,11111397,10766
16,011,950400,2,1500000US160119504002,160119504002,2,BG,3004812,0
16,041,970200,4,1500000US160419702004,160419702004,4,BG,301418847,123045
16,047,960100,2,1500000US160479601002,160479601002,2,BG,128538207,741911
16,027,021800,1,1500000US160270218001,160270218001,1,BG,54853112,806915
16,027,021002,1,1500000US160270210021,160270210021,1,BG,13309117,54940
16,001,010333,3,1500000US160010103333,160010103333,3,BG,1239786,5823
16,035,940000,4,1500000US160359400004,160359400004,4,BG,626061,9744
16,017,950200,1,1500000US160179502001,160179502001,1,BG,171192156,234155
16,065,950100,2,1500000US160659501002,160659501002,2,BG,33645230,175536
16,063,950100,3,1500000US160639501003,160639501003,3,BG,233146262,648044
16,033,950100,1,1500000US160339501001,160339501001,1,BG,4569250963,2476814
16,059,970200,3,1500000US160599702003,160599702003,3,BG,518308752,60090
16,001,010313,3,1500000US160010103133,160010103133,3,BG,20282465,38812
16,057,005500,3,1500000US160570055003,160570055003,3,BG,18435442,54328
16,087,970200,4,1500000US160879702004,160879702004,4,BG,315860108,6862842
16,057,005400,1,1500000US160570054001,160570054001,1,BG,3294729,0
16,017,950200,3,1500000US160179502003,160179502003,3,BG,141651827,31741675
16,055,000200,1,1500000US160550002001,160550002001,1,BG,49416907,0
16,017,950400,4,1500000US160179504004,160179504004,4,BG,86690247,5341134
16,027,021500,3,1500000US160270215003,160270215003,3,BG,517470,0
16,073,950102,1,1500000US160739501021,160739501021,1,BG,9164448,712101
16,005,000600,1,1500000US160050006001,160050006001,1,BG,13906706,213322
16,001,000304,1,1500000US160010003041,160010003041,1,BG,1548602,3396
16,011,950300,5,1500000US160119503005,160119503005,5,BG,53949506,17774246
16,051,960400,2,1500000US160519604002,160519604002,2,BG,39935806,1438599
16,011,950200,2,1500000US160119502002,160119502002,2,BG,30463182,398366
16,083,001300,4,1500000US160830013004,160830013004,4,BG,5177046,0
16,069,960700,1,1500000US160699607001,160699607001,1,BG,753316247,8418267
16,031,950600,1,1500000US160319506001,160319506001,1,BG,408627798,2099173
16,021,970200,5,1500000US160219702005,160219702005,5,BG,458575845,2275726
16,087,970300,2,1500000US160879703002,160879703002,2,BG,10560393,1232731
16,067,970200,3,1500000US160679702003,160679702003,3,BG,10169185,245759
16,019,970402,1,1500000US160199704021,160199704021,1,BG,22481935,0
16,019,970503,1,1500000US160199705031,160199705031,1,BG,26407452,38889
16,013,960100,4,1500000US160139601004,160139601004,4,BG,870094,0
16,047,960200,3,1500000US160479602003,160479602003,3,BG,79928133,63204
16,073,950102,2,1500000US160739501022,160739501022,2,BG,123784780,2132768
16,005,001102,3,1500000US160050011023,160050011023,3,BG,644543,0
16,001,010224,1,1500000US160010102241,160010102241,1,BG,4757475,23072
16,081,960100,4,1500000US160819601004,160819601004,4,BG,233112416,646094
16,055,000401,1,1500000US160550004011,160550004011,1,BG,22881763,203904
16,021,970200,4,1500000US160219702004,160219702004,4,BG,50363102,0
16,055,001800,4,1500000US160550018004,160550018004,4,BG,1119457,0
